Sale ID, Year, Make, Model, Style, Is Active?, On Sale?, Has Sold?, Offer to Seller, Private Price PI, Trade In Price PI, Retail Price PI, CPO Price PI, Private Price L, Trade In Price L, Retail Price L, CPO Price L, Beepi Price
11069,2013,Toyota,Prius,Five 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 23631,24162,22631,25316,0,24162,22631,25316,0,N/A
11070,2010,MINI,Cooper,S 2dr Convertible (1.6L 4cyl Turbo 6M),N, N, N, 16861,16557,14770,18529,21076,16557,14770,18529,21076,N/A
11071,2011,BMW,3 Series,328i 2dr Convertible (3.0L 6cyl 6M),N, N, N, 27532,27796,25343,30255,33994,27796,25343,30255,33994,N/A
11072,2009,Toyota,Camry Hybrid,4dr Sedan (2.4L 4cyl gas/electric hybrid CVT),N, N, N, 12273,12173,10831,13487,16073,12173,10831,13487,16073,N/A
11073,2012,MINI,Cooper,2dr Convertible (1.6L 4cyl 6M),N, N, Y, 17800,16039,14484,18395,19696,15796,14255,18131,19428,17000
11074,2013,BMW,X1,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),N, N, Y, 27991,28630,26633,30760,33902,28630,26633,30760,33902,28900
11075,2013,Hyundai,Elantra,Limited 4dr Sedan (1.8L 4cyl 6A),N, N, Y, 16958,17277,15731,18636,20312,17277,15731,18636,20312,17900
11076,2010,Jaguar,XF,Premium 4dr Sedan (5.0L 8cyl 6A),N, N, N, 24768,25179,22971,27218,31071,25179,22971,27218,31071,N/A
11077,2012,FIAT,500,C Lounge 2dr Convertible (1.4L 4cyl 5M),N, N, N, 13674,13644,12150,15027,0,13644,12150,15027,0,N/A
11078,2013,Ford,Mustang,GT Premium 2dr Coupe (5.0L 8cyl 6M),N, N, N, 25957,26501,24440,28525,30373,26501,24440,28525,30373,N/A
11079,2011,smart,fortwo,passion coupe 2dr Hatchback (1.0L 3cyl 5AM),N, N, N, 8647,8577,7531,9503,0,8577,7531,9503,0,N/A
11080,2012,Nissan,370Z,2dr Coupe (3.7L 6cyl 7A),N, N, Y, 23118,22920,21336,25405,26656,24070,22392,26941,28455,23200
11081,2013,FIAT,500,t Turbo 2dr Hatchback (1.4L 4cyl Turbo 5M),N, N, Y, 12224,11621,10383,13434,0,11213,9972,13008,0,12800
11082,2013,BMW,Z4,sDrive35is 2dr Convertible (3.0L 6cyl Turbo 7AM),N, N, Y, 50500,51509,48913,55495,57153,46453,43938,50397,52005,50500
11083,2011,Subaru,Legacy,2.5i Limited 4dr Sedan AWD (2.5L 4cyl CVT),N, N, N, 17945,18082,16541,19720,21889,18082,16541,19720,21889,N/A
11084,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, 19898,18954,17022,21866,23787,18954,17022,21866,23787,N/A
11085,2012,Toyota,Prius c,Three 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),N, N, Y, 16755,16283,14947,18413,19881,16283,14947,18413,19881,17700
11086,2014,Hyundai,Elantra GT,4dr Hatchback (2.0L 4cyl 6M),N, N, Y, 15164,14934,13556,16664,17587,14934,13556,16664,17587,15700
11087,2012,Audi,A5,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8A),N, N, N, 28247,29147,26830,31041,35449,29147,26830,31041,35449,N/A
11088,2013,Honda,Accord,LX 4dr Sedan (2.4L 4cyl CVT),N, N, N, 17099,17566,16099,18674,20373,17566,16099,18674,20373,N/A
11089,2010,Nissan,Sentra,2.0 4dr Sedan (2.0L 4cyl 6M),N, N, N, 8783,8564,7387,9652,11274,8564,7387,9652,11274,N/A
11090,2012,FIAT,500,C Lounge 2dr Convertible (1.4L 4cyl 5M),N, N, Y, 14232,13273,11780,15640,0,12370,10935,14766,0,14800
11091,2012,Volkswagen,Beetle,2.0T Turbo 2dr Hatchback w/Sunroof  Sound (2.0L 4cyl Turbo 6M),Y, N, Y, 17397,17116,15742,19118,19717,17594,16249,19706,20459,16600
11092,2010,Ford,Fusion,S 4dr Sedan (2.5L 4cyl 6M),N, N, N, 10009,9665,8267,10999,12604,9665,8267,10999,12604,N/A
11093,2014,Volkswagen,Passat,TDI SE 4dr Sedan w/Sunroof  Navigation (2.0L 4cyl Turbodiesel 6AM),N, N, Y, 21230,21274,19700,23330,24186,19831,18267,21841,22670,20900
11094,2011,Hyundai,Genesis,3.8 4dr Sedan (3.8L 6cyl 6A),N, N, Y, 17655,16877,15281,19402,20572,16804,15247,19313,20481,16000
11095,2013,Volkswagen,Tiguan,SE 4dr SUV w/Sunroof  Navigation (2.0L 4cyl Turbo 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11096,2011,Volkswagen,Tiguan,SE 4dr SUV w/Sunroof  Navigation (2.0L 4cyl Turbo 6A),N, N, Y, 18260,17338,15854,20067,21188,17478,16030,20260,21386,17400
11097,2014,Volkswagen,Passat,Wolfsburg Edition 4dr Sedan (1.8L 4cyl Turbo 6A),N, N, Y, 18710,18812,17403,20561,21225,18812,17403,20561,21225,19700
11098,2012,Hyundai,Veloster,3dr Hatchback w/Red  Black Interior (1.6L 4cyl 6M),N, N, N, 11930,11862,10496,13110,14642,11862,10496,13110,14642,N/A
11099,2013,Subaru,BRZ,Limited 2dr Coupe (2.0L 4cyl 6M),N, N, N, 19903,20281,18903,21336,23137,20281,18903,21336,23137,N/A
11100,2014,Chevrolet,Camaro,LS 2dr Coupe w/2LS (3.6L 6cyl 6A),N, N, Y, 19054,19014,17485,20939,21850,19014,17485,20939,21850,20000
11101,2011,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 6M),N, N, N, 34040,34008,31210,37407,41348,34008,31210,37407,41348,N/A
11102,2013,Subaru,Outback,2.5i Limited PZEV 4dr Wagon AWD (2.5L 4cyl CVT),N, N, N, 23532,23296,21468,25860,26959,23296,21468,25860,26959,N/A
11103,2012,Toyota,Prius,Two 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, Y, 15443,14591,12916,16971,18280,14591,12916,16971,18280,16000
11104,2011,Mercedes-Benz,E-Class,E550 4dr Sedan (5.5L 8cyl 7A),Y, N, N, 29203,28020,25345,32092,33579,22234,17824,25787,27178,26269
11105,2014,Honda,Accord,EX-L V-6 2dr Coupe (3.5L 6cyl 6A),N, N, Y, 23750,24007,22392,26099,27170,24007,22392,26099,27170,24300
11106,2012,Honda,CR-V,EX-L 4dr SUV AWD (2.4L 4cyl 5A),N, N, N, 22537,22101,20589,24767,26026,22101,20589,24767,26026,23100
11107,2010,Volkswagen,Eos,Komfort 2dr Convertible (2.0L 4cyl Turbo 6AM),N, N, N, 16325,16278,14478,17940,20176,16278,14478,17940,20176,N/A
11108,2010,Volkswagen,GTI,PZEV 2dr Hatchback (2.0L 4cyl Turbo 6M),N, N, N, 13986,12954,11461,15370,16365,12954,11461,15370,16365,N/A
11109,2013,Lexus,CT 200h,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11110,2012,Chevrolet,Volt,4dr Hatchback (gas/electric hybrid DD),Y, N, Y, 18109,17142,15276,19900,21018,15886,14039,18743,19994,13500
11111,2011,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, N, 12088,12103,10846,13284,15294,12103,10846,13284,15294,N/A
11112,2013,Lexus,CT 200h,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 26017,26772,25017,28437,31043,26772,25017,28437,31043,N/A
11113,2013,Mercedes-Benz,GL-Class,GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),N, N, N, 64380,65267,62132,70748,73607,65267,62132,70748,73607,68000
11114,2010,Ford,Edge,SE 4dr SUV (3.5L 6cyl 6A),N, N, N, 12637,12475,11009,13887,16236,12475,11009,13887,16236,N/A
11115,2012,FIAT,500,C Pop 2dr Convertible (1.4L 4cyl 5M),N, N, N, 10403,10184,8779,11432,0,10184,8779,11432,0,N/A
11116,2011,Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),N, N, N, 18983,18234,16567,20861,23368,18234,16567,20861,23368,N/A
11117,2013,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, N, 14302,13807,12374,15717,16711,13807,12374,15717,16711,14900
11118,2013,Acura,RDX,4dr SUV AWD w/Technology Package (3.5L 6cyl 6A),N, N, N, 28191,29126,27191,30586,33599,29126,27191,30586,33599,N/A
11119,2012,Honda,Accord,SE 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11120,2012,Honda,Accord,SE 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11121,2010,Kia,Forte,Koup EX 2dr Coupe (2.0L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11122,2010,Honda,Civic,LX 2dr Coupe (1.8L 4cyl 5A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11123,2010,Lexus,IS 350,4dr Sedan (3.5L 6cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11124,2012,Mercedes-Benz,E-Class,E350 Sport 4dr Sedan (3.5L 6cyl 7A),N, N, Y, 31968,31791,29473,35130,36745,31405,29174,34814,36422,32500
11125,2011,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6AM),N, N, N, 16161,16237,14576,17760,20948,16237,14576,17760,20948,N/A
11126,2008,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),N, N, N, 10496,9487,8313,11535,0,9487,8313,11535,0,N/A
11127,2011,BMW,3 Series,335i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 6M),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11128,2014,Subaru,Outback,3.6R Limited 4dr Wagon AWD (3.6L 6cyl 5A),N, N, N, 26429,26627,24844,29043,30223,26627,24844,29043,30223,N/A
11129,2014,Ford,Focus ST,4dr Hatchback w/EcoBoost (2.0L 4cyl Turbo 6M),N, N, N, 20244,19892,18242,22247,22954,20029,18373,22399,23107,20800
11130,2014,Porsche,Boxster,S 2dr Convertible (3.4L 6cyl 6M),N, N, Y, 62992,63678,59961,69222,72612,63678,59961,69222,72612,63900
11131,2013,Toyota,Prius,Three 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, Y, 22229,22203,20781,24428,25954,19874,18498,22041,23493,21500
11132,2014,Subaru,Impreza WRX,Premium 4dr Hatchback AWD (2.5L 4cyl Turbo 5M),N, N, N, 25014,25018,23097,27488,28429,25018,23097,27488,28429,N/A
11133,2013,Tesla,Model S,Performance 4dr Sedan (3-phase  4-pole electric DD),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11134,2010,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),Y, N, Y, 13471,12618,11214,14804,0,12225,10823,14475,0,11050
11135,2014,Mazda,MAZDA3,i Grand Touring 4dr Sedan (2.0L 4cyl 6A),N, N, Y, 20225,20312,18970,22226,22970,20312,18970,22226,22970,20800
11136,2008,BMW,X3,3.0si 4dr SUV AWD (3.0L 6cyl 6M),N, N, Y, 16260,14778,13128,17869,0,14841,13279,17963,0,16800
11137,2011,Honda,Accord Crosstour,EX-L 4dr Hatchback AWD w/Navigation (3.5L 6cyl 5A),N, N, N, 21708,20902,19174,23855,0,20902,19174,23855,0,N/A
11138,2014,Lexus,CT 200h,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, Y, 29391,29666,27839,32298,34027,29666,27839,32298,34027,29900
11139,2012,Ford,Focus,SE 4dr Hatchback (2.0L 4cyl 5M),N, N, Y, 12709,11989,10627,13967,14691,11989,10627,13967,14691,13300
11140,2013,Hyundai,Sonata,GLS 4dr Sedan (2.4L 4cyl 6A),N, N, N, 15449,15101,13606,16977,18044,15101,13606,16977,18044,N/A
11141,2012,BMW,X5,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),N, N, N, 32910,32325,29912,36165,38745,32325,29912,36165,38745,N/A
11142,2014,Honda,Accord,EX 4dr Sedan (2.4L 4cyl CVT),N, N, Y, 20426,20602,19141,22447,23447,20602,19141,22447,23447,21000
11143,2014,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 24108,24295,22752,26493,28082,24136,22596,26332,27916,N/A
11144,2008,BMW,7 Series,750Li 4dr Sedan (4.8L 8cyl 6A),N, N, N, 25491,23417,20908,28013,0,23417,20908,28013,0,N/A
11145,2013,Cadillac,ATS,Performance 4dr Sedan (3.6L 6cyl 6A),N, N, N, 27071,27370,25641,29749,0,27370,25641,29749,0,N/A
11146,2010,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, Y, 17945,17042,15435,19720,21689,17042,15435,19720,21689,18500
11147,2012,Mazda,MAZDA2,Sport 4dr Hatchback (1.5L 4cyl 5M),N, N, Y, 10339,9580,8297,11362,12027,9580,8297,11362,12027,10900
11148,2012,MINI,Cooper,S 2dr Convertible (1.6L 4cyl Turbo 6M),N, N, N, 18373,18146,16805,20191,21572,18146,16805,20191,21572,N/A
11149,2012,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6M),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11150,2011,MINI,Cooper,2dr Hatchback (1.6L 4cyl 6M),N, N, Y, 14812,14172,12882,16277,17577,11158,9766,13168,14420,12500
11151,2013,Subaru,Legacy,2.5i Premium PZEV 4dr Sedan AWD (2.5L 4cyl CVT),N, N, N, 17450,17163,15641,19176,20152,17163,15641,19176,20152,18500
11152,2013,Chevrolet,Sonic,RS 4dr Hatchback (1.4L 4cyl Turbo 6A),N, N, Y, 15889,15175,13616,17461,18089,15135,13576,17421,18049,15900
11153,2012,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11154,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, 20002,18999,16982,21981,23850,18999,16982,21981,23850,N/A
11155,2011,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, N, 21038,19964,17873,23119,25028,19964,17873,23119,25028,N/A
11156,2012,Honda,Accord,EX 4dr Sedan (2.4L 4cyl 5A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11157,2013,FIAT,500e,2dr Hatchback (electric DD),N, N, Y, 21264,20766,19165,23368,0,20965,19414,23715,0,21300
11158,2011,Mercedes-Benz,C-Class,C300 Sport 4dr Sedan (3.0L 6cyl 6M),N, N, N, 22607,21905,20155,24843,26657,21905,20155,24843,26657,N/A
11159,2012,Mazda,MAZDA3,i Grand Touring 4dr Hatchback w/SKYACTIV-G (2.0L 4cyl 6A),N, N, Y, 15036,14338,12914,16524,17271,14338,12914,16524,17271,16000
11160,2012,Ford,Expedition,EL XLT 4dr SUV 4WD (5.4L 8cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11161,2012,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, Y, 14182,13573,12208,15585,16295,13381,12061,15433,16142,13900
11162,2010,Honda,Accord,EX-L V-6 2dr Coupe w/Navigation (3.5L 6cyl 5A),N, N, Y, 16876,15880,14294,18546,19738,15892,14296,18698,20322,16900
11163,2013,Hyundai,Sonata,GLS PZEV 4dr Sedan (2.4L 4cyl 6A) ,N, N, Y, 14954,14566,13076,16433,17487,14718,13269,16659,17718,15500
11164,2012,Volkswagen,Passat,SE PZEV 4dr Sedan (2.5L 5cyl 6A),N, N, Y, 15571,14952,13471,17112,17869,14851,13369,17013,17768,14400
11165,2012,Volkswagen,Jetta,SE PZEV 4dr Sedan w/Convenience (2.5L 5cyl 6A),N, N, N, 13146,12392,10943,14447,15179,12392,10943,14447,15179,N/A
11166,2014,Volkswagen,Tiguan,SE 4dr SUV w/Appearance (2.0L 4cyl Turbo 6A),N, N, Y, 24258,24409,22821,26658,27382,22872,21289,25125,25844,18700
11167,2012,Toyota,Camry Hybrid,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11168,2013,Nissan,Altima,2.5 SV 4dr Sedan (2.5L 4cyl CVT),N, N, Y, 15863,15696,14398,17432,18372,14992,13745,16762,17686,15400
11169,2012,Volkswagen,Jetta,SE PZEV 4dr Sedan (2.5L 5cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11170,2011,Mazda,MAZDASPEED3,Sport 4dr Hatchback (2.3L 4cyl Turbo 6M),N, N, N, 16578,15603,14107,18218,18994,15603,14107,18218,18994,N/A
11171,2010,Toyota,Corolla,LE 4dr Sedan (1.8L 4cyl 4A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11172,2010,Volvo,S80,3.2 4dr Sedan (3.2L 6cyl 6A),N, N, N, 16243,14871,13062,17850,19966,14770,12973,17729,19841,16800
11173,2013,BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),N, N, Y, 30437,30336,28297,33448,35686,30336,28297,33448,35686,32900
11174,2013,Land-Rover,Range Rover Evoque,Pure Plus 4dr SUV AWD (2.0L 4cyl Turbo 6A),N, N, N, 32035,32367,30410,35204,0,32367,30410,35204,0,N/A
11175,2013,BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),N, N, N, 28442,28015,26102,31256,33438,28015,26102,31256,33438,N/A
11176,2012,Toyota,Camry,SE 4dr Sedan (3.5L 6cyl 6A),N, N, Y, 18901,18261,16636,20771,22252,18032,16463,20620,22096,17400
11177,2012,Honda,Civic,EX-L 4dr Sedan w/Nav (1.8L 4cyl 5A),N, N, Y, 16810,16205,14747,18473,19217,15681,14273,17979,18717,16000
11178,2011,Volkswagen,Jetta,TDI 4dr Sedan w/Navigation (2.0L 4cyl Turbodiesel 6M),N, N, Y, 15930,14952,13483,17506,18469,14843,13400,17435,18396,16500
11179,2012,Kia,Sorento,LX 4dr SUV w/Convenience Pkg (2.4L 4cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11180,2013,Hyundai,Elantra,GLS 4dr Sedan (1.8L 4cyl 6A),N, N, N, 14319,13958,12663,15736,16540,13958,12663,15736,16540,N/A
11181,2012,Lexus,RX 450h,4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),N, N, Y, 36929,36468,34090,40582,43355,35567,33295,39738,42477,37000
11182,2011,Acura,RDX,4dr SUV (2.3L 4cyl Turbo 5A),N, N, N, 20459,19932,18412,22483,24150,19932,18412,22483,24150,N/A
11183,2014,BMW,M5,4dr Sedan (4.4L 8cyl Turbo 7AM),Y, N, Y, 81926,82593,77793,90029,92409,72213,67875,78637,80923,77200
11184,2014,Lexus,ES 350,4dr Sedan (3.5L 6cyl 6A),N, N, N, 33139,33203,31059,36417,38622,33409,31274,36627,38838,33600
11185,2013,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 6M),N, N, N, 24372,24230,22344,26783,28670,24230,22344,26783,28670,N/A
11186,2012,Infiniti,EX,EX35 Journey 4dr SUV (3.5L 6cyl 7A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11187,2013,Volkswagen,Jetta,SE PZEV 4dr Sedan w/Convenience  Sunroof (2.5L 5cyl 5M),N, N, N, 14851,14455,13042,16320,16869,14455,13042,16320,16869,N/A
11188,2014,Honda,Pilot,LX 4dr SUV (3.5L 6cyl 5A),N, N, N, 23679,23835,22313,26021,27100,23835,22313,26021,27100,N/A
11189,2012,Kia,Sportage,LX 4dr SUV (2.4L 4cyl 6A),N, N, N, 16008,15471,14188,17592,18694,15471,14188,17592,18694,N/A
11190,2014,Toyota,Sequoia,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11191,2013,BMW,3 Series,328i 2dr Coupe (3.0L 6cyl 6M),N, N, Y, 27805,27762,25777,30556,32630,27801,25906,30669,32747,27900
11192,2008,Mazda,MAZDA3,s Sport 4dr Sedan (2.3L 4cyl 5A),N, N, N, 9514,8115,6827,10455,0,8115,6827,10455,0,N/A
11193,2014,Land-Rover,Range Rover Sport,HSE 4dr SUV 4WD (3.0L 6cyl S/C 8A),N, N, N, 51435,52771,50264,56523,0,52771,50264,56523,0,N/A
11194,2011,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),N, N, N, 15329,14472,13060,16846,18129,14472,13060,16846,18129,N/A
11195,2011,Honda,CR-Z,EX 2dr Hatchback w/Nav (1.5L 4cyl gas/electric hybrid 6M),N, N, N, 14250,13295,11853,15660,16815,13295,11853,15660,16815,N/A
11196,2012,Toyota,Prius,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 19861,19222,17490,21826,23334,19222,17490,21826,23334,N/A
11197,2010,Mercedes-Benz,E-Class,E350 4dr Sedan (3.5L 6cyl 7A),N, N, N, 25121,23754,21350,27606,29181,23688,21359,27623,29198,25700
11198,2010,MINI,Cooper,S 2dr Hatchback (1.6L 4cyl Turbo 6M),N, N, N, 12636,11788,10432,13886,0,11788,10432,13886,0,N/A
11199,2010,Mazda,MAZDA3,s Sport 4dr Hatchback (2.5L 4cyl 5A),N, N, N, 12903,11932,10649,14180,0,11932,10649,14180,0,N/A
11200,2010,Toyota,Prius,III 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, N, 14824,13977,12682,16291,0,13977,12682,16291,0,N/A
11201,2010,Toyota,Prius,II 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11202,2011,Mazda,MAZDA3,i Sport 4dr Sedan (2.0L 4cyl 5A),N, N, N, 12034,11260,10054,13225,13962,11260,10054,13225,13962,N/A
11203,2012,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),N, N, Y, 29875,29382,27000,32830,35199,29382,27000,32830,35199,30400
11204,2012,Honda,Civic,EX 4dr Sedan w/Nav (1.8L 4cyl 5A),N, N, Y, 15697,15094,13710,17250,17959,14568,13234,16746,17449,16200
11205,2012,Volkswagen,Tiguan,SE 4dr SUV (2.0L 4cyl Turbo 6A),N, N, N, 20384,19934,18447,22400,23200,19934,18447,22400,23200,N/A
11206,2011,Toyota,Camry,SE 4dr Sedan (2.5L 4cyl 6A),Y, N, N, 16234,15252,13659,17840,19219,15252,13659,17840,19219,N/A
11207,2014,Nissan,Altima,2.5 S 4dr Sedan (2.5L 4cyl CVT),N, N, N, 16839,16856,15533,18505,19536,16856,15533,18505,19536,N/A
11208,2011,Toyota,Camry,LE 4dr Sedan (2.5L 4cyl 6A),N, N, N, 14433,13745,12354,15861,17197,13745,12354,15861,17197,N/A
11209,2012,Honda,Accord,SE 4dr Sedan (2.4L 4cyl 5A),N, N, Y, 13961,13346,11937,15342,16261,13346,11937,15342,16261,15000
11210,2010,Mazda,MAZDA3,s Grand Touring 4dr Sedan (2.5L 4cyl 5A),N, N, N, 13854,12678,11220,15225,0,12678,11220,15225,0,14100
11211,2011,Lexus,RX 450h,4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11212,2012,Honda,Civic,LX 4dr Sedan (1.8L 4cyl 5A),N, N, Y, 14623,14038,12661,16070,16806,14038,12661,16070,16806,15100
11213,2011,Honda,CR-V,SE 4dr SUV (2.4L 4cyl 5A),N, N, N, 17120,16361,14956,18814,19834,16361,14956,18814,19834,N/A
11214,2013,Toyota,Yaris,LE 4dr Hatchback (1.5L 4cyl 4A),N, N, Y, 13457,13086,12022,14788,15668,12780,11705,14480,15357,13400
11215,2010,Toyota,Camry,LE 4dr Sedan (2.5L 4cyl 6A),N, N, N, 12867,12012,10641,14140,15502,12012,10641,14140,15502,N/A
11216,2011,Chevrolet,Silverado 1500,LT 4dr Extended Cab 8 ft. LB (5.3L 8cyl 6A),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11217,2014,Toyota,Prius Plug-in,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),N, N, Y, 25973,26209,24562,28542,30194,26209,24562,28542,30194,24000
11218,2012,Jeep,Patriot,Latitude 4dr SUV 4WD (2.4L 4cyl CVT),Y, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11219,2011,Lexus,LX 570,4dr SUV 4WD (5.7L 8cyl 6A),N, N, N, 50790,50733,48326,55814,0,50733,48326,55814,0,N/A
11220,2014,Mazda,MAZDA3,s Grand Touring 4dr Sedan (2.5L 4cyl 6A),N, N, Y, 21416,21462,20033,23535,24278,20141,18714,22170,22900,22000
11221,2012,Infiniti,FX,FX35 Limited Edition 4dr SUV AWD (3.5L 6cyl 7A),N, N, N, N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11222,2014,Jeep,Compass,Sport 4dr SUV (2.0L 4cyl 5M),N, N, Y, 16057,15746,14183,17646,18498,15746,14183,17646,18498,16600
11223,2014,BMW,3 Series,328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A),N, N, Y, 32652,33069,31030,35882,38120,33265,31183,36182,38429,33200
11224,2010,Mazda,MAZDA3,i Touring 4dr Sedan (2.0L 4cyl 5A),N, N, Y, 11151,10176,8977,12254,0,9690,8532,11757,0,11000
11225,2011,BMW,5 Series,528i 4dr Sedan (3.0L 6cyl 8A),N, N, N, 27111,26291,23910,29793,32149,26291,23910,29793,32149,N/A
11226,2014,Mercedes-Benz,CLA-Class,CLA45 AMG 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),N, N, Y, 41225,41629,38811,45303,46862,41629,38811,45303,46862,41800
11227,2011,Volkswagen,Tiguan,S 4dr SUV (2.0L 4cyl Turbo 6A),N, N, Y, 16528,15688,14243,18163,19189,15145,13746,17599,18613,15400
11228,2010,BMW,3 Series,335i 2dr Convertible (3.0L 6cyl Turbo 6M),N, N, N, 22914,21559,19399,25181,27175,21559,19399,25181,27175,N/A
11229,2013,Chevrolet,Camaro,LT 2dr Coupe w/1LT (3.6L 6cyl 6M),N, N, N, 20965,20627,19020,23039,23988,20627,19020,23039,23988,N/A
11230,2009,BMW,3 Series,328i 4dr Sedan (3.0L 6cyl 6M),N, N, Y, 17371,15894,14134,19090,0,15894,14134,19090,0,17900
11231,2014,Nissan,Altima,2.5 SV 4dr Sedan (2.5L 4cyl CVT),N, N, N, 19379,19398,17985,21296,22398,19398,17985,21296,22398,N/A
11232,2010,Infiniti,M35,4dr Sedan (3.5L 6cyl 7A),N, N, Y, 19400,17649,15857,20584,0,17649,15857,20584,0,20000
11233,2011,Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),N, N, N, 24957,23855,21686,27426,29986,23855,21686,27426,29986,25500
